numero_de_trabajador,distrito,neto_catorcenal_sin_deducciones,complemento_salario_catorcenal,sueldo_diario,amortizacion_infonavit,fonacot,apoyo_de_pasajes,apoyo_vist_familiar,estancia,renta,campamento,apoyo_estudios,gasolina,amv,laborados
681,MATRIZ,3000,0,228.51,0,0,0,0,0,0,0,0,0,0,30.4
684,MATRIZ,7000,0,602.87,0,0,0,0,0,0,0,0,0,0,30.4
658,MATRIZ,7000,0,602,3811.59,0,0,0,0,0,0,0,0,0,30.4
611,MATRIZ,9500,0,838.64,0,0,0,0,0,0,0,0,0,4200,30.4
1319,MATRIZ,3400,1000,271.32,1093.07,0,1302.86,0,0,0,0,0,0,0,30.4
64,MATRIZ,21000,0,2051.21,0,0,0,0,0,0,0,0,0,0,30.4
2487,MATRIZ,12966,0,1166,0,0,0,0,0,6000,0,0,2000,6000,30.4
85,MATRIZ,10400,0,919,0,0,0,0,0,0,0,2192,2000,6000,30.4
179,MATRIZ,9000,0,791.49,0,0,0,0,0,0,0,0,0,0,30.4
675,MATRIZ,7100,0,612.3,3762.91,0,0,0,0,0,0,0,0,0,30.4
3071,MATRIZ,8000,0,697.18,0,0,0,0,0,0,0,0,0,6000,30.4
70,MATRIZ,20000,0,1940.9,11003.82,0,0,0,0,0,0,0,0,9000,30.4
71,MATRIZ,14000,0,1279.04,0,0,0,0,0,0,0,0,3200,7500,30.4
653,MATRIZ,5500,0,454.72,0,0,1302.86,0,0,0,0,0,0,0,30.4
1,MATRIZ,3000,0,228.51,0,0,1302.86,0,0,0,0,0,0,0,30.4
74,MATRIZ,3000,0,228.51,2594.98,0,0,0,0,0,0,0,0,0,30.4
685,MATRIZ,4000,0,323.37,2036.07,0,1302.86,0,0,0,0,0,0,0,30.4
671,MATRIZ,5900,0,499.13,0,0,1302.86,0,0,0,0,0,0,0,30.4
78,MATRIZ,22073.19,0,2121.6,0,0,0,0,0,0,0,0,3200,8500,30.4
605,MATRIZ,10000,0,880,0,0,0,0,0,0,0,0,2000,6000,30.4
651,MATRIZ,6000,0,501.9,0,0,1302.86,0,0,0,0,0,0,0,30.4
2015,MATRIZ,10750,1750,951.5,0,0,0,0,0,0,0,0,2000,6000,30.4
